No,Rarity,Id,Japanese Name,English Name,Civilization,Set,Reference,Price (Yen),Price (SGD),Qty
22,Very Rare,8/74,偽りの名ワスプメリサ,Codename Waspmelisa,Nature,DM23-EX3,https://duelmasters.fandom.com/wiki/Codename_Waspmelisa,680,5.92,0
23,Rare,9/74,「異形」の頂天クリス=ゼ=ブブ,"Crys = Ze = Bub, Heavenly Zenith of ""Deformity""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Crys_%3D_Ze_%3D_Bub,_Heavenly_Zenith_of_%22Deformity%22",80,0.7,0
24,Rare,10/74,先導のクリス アジャリ,"Ajari, Crys's Guidance",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Ajari,_Crys%27s_Guidance",80,0.7,0
25,Rare,11/74,水晶転生,Crys = Rizare = Rinne,Colourless,DM23-EX3,https://duelmasters.fandom.com/wiki/Crys_%3D_Rizare_%3D_Rinne,120,1.04,0
26,Rare,12/74,神判のカルマ コットン,"Cotton, Karma's Judgment / Judge Crystal Charger",Light,DM23-EX3,"https://duelmasters.fandom.com/wiki/Cotton,_Karma%27s_Judgment_/_Judge_Crystal_Charger",120,1.04,0
27,Rare,13/74,ライオネル・ゲート,Lionel Gate,Light,DM23-EX3,https://duelmasters.fandom.com/wiki/Lionel_Gate,580,5.05,0
28,Rare,14/74,Dの頂点ニルヴァーナ・ゼニシア,"Nirvana Zenicia, Pinnacle of D",Light,DM23-EX3,"https://duelmasters.fandom.com/wiki/Nirvana_Zenicia,_Pinnacle_of_D",80,0.7,0
29,Rare,15/74,救済のカルマ ミルク,"Milk, Karma's Salvation / Relief Crystal Charger",Water,DM23-EX3,"https://duelmasters.fandom.com/wiki/Milk,_Karma%27s_Salvation_/_Relief_Crystal_Charger",120,1.04,0
30,Rare,16/74,ローゼス・イノベーション,Roses Innovation,Water,DM23-EX3,https://duelmasters.fandom.com/wiki/Roses_Innovation,80,0.7,0
31,Rare,17/74,Dの文殿アルケミスト・ヒルズ,"Alchemist Hills, Archive Room of D",Water,DM23-EX3,"https://duelmasters.fandom.com/wiki/Alchemist_Hills,_Archive_Room_of_D",80,0.7,0
32,Rare,18/74,禁術のカルマ カレイル,"Kareile, Karma's Banned Technique / Forbid Crystal Charger",Darkness,DM23-EX3,"https://duelmasters.fandom.com/wiki/Kareile,_Karma%27s_Banned_Technique_/_Forbid_Crystal_Charger",120,1.04,0
33,Rare,19/74,聖邪のサトリ ミント,"Mint, Satori's Holy Evil",Darkness,DM23-EX3,"https://duelmasters.fandom.com/wiki/Mint,_Satori%27s_Holy_Evil",80,0.7,0
34,Rare,20/74,サスペンス・ザイン,Suspense Zain,Darkness,DM23-EX3,https://duelmasters.fandom.com/wiki/Suspense_Zain,120,1.04,0
35,Rare,21/74,連射のカルマ ユキメ,"Yukime, Karma's Rapid Fire / Shot Crystal Charger",Fire,DM23-EX3,"https://duelmasters.fandom.com/wiki/Yukime,_Karma%27s_Rapid_Fire_/_Shot_Crystal_Charger",120,1.04,0
36,Rare,22/74,偽りの名ルカニド,Codename Lucanid,Fire,DM23-EX3,https://duelmasters.fandom.com/wiki/Codename_Lucanid,80,0.7,0
37,Rare,23/74,グレート・流星弾,Great Meteor Bullet,Fire,DM23-EX3,https://duelmasters.fandom.com/wiki/Great_Meteor_Bullet,80,0.7,0
38,Rare,24/74,清浄のカルマ インカ,"Inka, Karma's Purity / Okiyome Crystal Charger",Nature,DM23-EX3,"https://duelmasters.fandom.com/wiki/Inka,_Karma%27s_Purity_/_Okiyome_Crystal_Charger",220,1.91,0
39,Rare,25/74,呪華のサトリ カナザー,"Kanazar, Satori's Cursed Flower",Nature,DM23-EX3,"https://duelmasters.fandom.com/wiki/Kanazar,_Satori%27s_Cursed_Flower",120,1.04,0
40,Rare,26/74,ベートーベン・キューブ,Beethoven Cube,Nature,DM23-EX3,https://duelmasters.fandom.com/wiki/Beethoven_Cube,120,1.04,0
41,Uncommon,27/74,「怪異」の頂天クリス=ベルゼ,"Crys = Beelze, Heavenly Zenith of ""Uncanny""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Crys_%3D_Beelze,_Heavenly_Zenith_of_%22Uncanny%22",50,0.43,0
42,Uncommon,28/74,聖斬のコード アシッド,"Acid, Code of Sacred Execution",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Acid,_Code_of_Sacred_Execution",50,0.43,0
43,Uncommon,29/74,シャングリラ・クリスタル,Shangri-La Crystal,Colourless,DM23-EX3,https://duelmasters.fandom.com/wiki/Shangri-La_Crystal,80,0.7,0
44,Uncommon,30/74,Dの寺院タブラサ・チャンタラム,"Taburasa Chantaram, Temple of D",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Taburasa_Chantaram,_Temple_of_D",220,1.91,0
45,Uncommon,31/74,偽りの名ドルーシ,Codename Dleshi,Light,DM23-EX3,https://duelmasters.fandom.com/wiki/Codename_Dleshi,80,0.7,0
46,Uncommon,32/74,驚異的終斗アレキサンドライト,"Alexandrite, Amazing Period",Light,DM23-EX3,"https://duelmasters.fandom.com/wiki/Alexandrite,_Amazing_Period",50,0.43,0
47,Uncommon,33/74,聖邪のサトリ バジル,"Basil, Satori's Holy Evil",Light,DM23-EX3,"https://duelmasters.fandom.com/wiki/Basil,_Satori%27s_Holy_Evil",50,0.43,0
48,Uncommon,34/74,晶器のサトリ アドア・セテート,"Adore Setate, Satori's Crystalware",Light,DM23-EX3,"https://duelmasters.fandom.com/wiki/Adore_Setate,_Satori%27s_Crystalware",50,0.43,0
49,Uncommon,35/74,戦攻のシダン アカダシ,"Akadashi, Sidan's Battle Attack / ""Looks like it will make a good broth""",Water,DM23-EX3,"https://duelmasters.fandom.com/wiki/Akadashi,_Sidan%27s_Battle_Attack_/_%22Looks_like_it_will_make_a_good_broth%22",80,0.7,0
50,Uncommon,36/74,偽りの名システイス,Codename Sistais,Water,DM23-EX3,https://duelmasters.fandom.com/wiki/Codename_Sistais,50,0.43,0
51,Uncommon,37/74,終斗の閃きマトリクス,"Matrix, Periodteras",Water,DM23-EX3,"https://duelmasters.fandom.com/wiki/Matrix,_Periodteras",80,0.7,0
52,Uncommon,38/74,「見よ! この美しき水晶の華を!!」,"""Look! This beautiful crystal flower!!""",Water,DM23-EX3,https://duelmasters.fandom.com/wiki/%22Look!_This_beautiful_crystal_flower!!%22,50,0.43,0
53,Uncommon,39/74,偽りの名イハッカ,Codename Ihaka,Darkness,DM23-EX3,https://duelmasters.fandom.com/wiki/Codename_Ihaka,50,0.43,0
54,Uncommon,40/74,終斗なる牙パラノーマル,"Paranormal, Period Produce",Darkness,DM23-EX3,"https://duelmasters.fandom.com/wiki/Paranormal,_Period_Produce",50,0.43,0
55,Uncommon,41/74,「我が名はツラトゥストラ!」,"""My name is Tsathrustra!""",Darkness,DM23-EX3,https://duelmasters.fandom.com/wiki/%22My_name_is_Tsathrustra!%22,50,0.43,0
56,Uncommon,42/74,Dの魔城ブリティッシュ・パビリオン,"British Pavilion, Magic Castle of D",Darkness,DM23-EX3,"https://duelmasters.fandom.com/wiki/British_Pavilion,_Magic_Castle_of_D",50,0.43,0
57,Uncommon,43/74,偽りの名トバル,Codename Tobal,Fire,DM23-EX3,https://duelmasters.fandom.com/wiki/Codename_Tobal,50,0.43,0
58,Uncommon,44/74,終斗する巨砲クロムウェル,"Cromwell, Period Cannon",Fire,DM23-EX3,"https://duelmasters.fandom.com/wiki/Cromwell,_Period_Cannon",50,0.43,0
59,Uncommon,45/74,終斗の親衛隊クラップ,"Clap, Guard of Period",Fire,DM23-EX3,"https://duelmasters.fandom.com/wiki/Clap,_Guard_of_Period",50,0.43,0
60,Uncommon,46/74,「我こそが真のZEROだ!!」,"""I am the true ZERO!!""",Fire,DM23-EX3,https://duelmasters.fandom.com/wiki/%22I_am_the_true_ZERO!!%22,50,0.43,0
61,Uncommon,47/74,偽りの名プラット,Codename Prat,Nature,DM23-EX3,https://duelmasters.fandom.com/wiki/Codename_Prat,50,0.43,0
62,Uncommon,48/74,奔々のシダン オシャマンベ,"Oshamanbe, Sidan's Pompom",Nature,DM23-EX3,"https://duelmasters.fandom.com/wiki/Oshamanbe,_Sidan%27s_Pompom",50,0.43,0
63,Uncommon,49/74,聖域の終斗ベルセルク,"Berserk, Sanctuary Period",Nature,DM23-EX3,"https://duelmasters.fandom.com/wiki/Berserk,_Sanctuary_Period",50,0.43,0
64,Uncommon,50/74,応援のシダン エール,"Yell, Sidan's Cheering",Nature,DM23-EX3,"https://duelmasters.fandom.com/wiki/Yell,_Sidan%27s_Cheering",50,0.43,0
65,Common,51/74,奪取のクリス アラカン,"Arakan, Crys's Capture",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Arakan,_Crys%27s_Capture",30,0.26,0
66,Common,52/74,教化のクリス ハラ&ミッタ,"Hara and Mitta, Crys's Indoctrination",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Hara_and_Mitta,_Crys%27s_Indoctrination",30,0.26,0
67,Common,53/74,布教のクリス ケンギョウ,"Kengyo, Crys's Missionary",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Kengyo,_Crys%27s_Missionary",30,0.26,0
68,Common,54/74,終斗の親衛隊ラプソディ,"Rhapsody, Guard of Period",Light,DM23-EX3,"https://duelmasters.fandom.com/wiki/Rhapsody,_Guard_of_Period",30,0.26,0
69,Common,55/74,転々のシダン ラシャ,"Rasha, Sidan's Wanderer",Light,DM23-EX3,"https://duelmasters.fandom.com/wiki/Rasha,_Sidan%27s_Wanderer",30,0.26,0
70,Common,56/74,セレスティアル・スパーク,Celestial Spark,Light,DM23-EX3,https://duelmasters.fandom.com/wiki/Celestial_Spark,30,0.26,0
71,Common,57/74,「水晶の力に選ばれし者、それが私だ!」,"""I am the one chosen by the power of the crystal!""",Light,DM23-EX3,https://duelmasters.fandom.com/wiki/%22I_am_the_one_chosen_by_the_power_of_the_crystal!%22,30,0.26,0
72,Common,58/74,埋没のシダン オリーブオイル,"Olive Oil, Sidan's Burial / Abracatabra, Amnesia Magic",Water,DM23-EX3,"https://duelmasters.fandom.com/wiki/Olive_Oil,_Sidan%27s_Burial_/_Abracatabra,_Amnesia_Magic",30,0.26,0
73,Common,59/74,終斗の親衛隊ペッパー,"Pepper, Guard of Period",Water,DM23-EX3,"https://duelmasters.fandom.com/wiki/Pepper,_Guard_of_Period",30,0.26,0
74,Common,60/74,終斗の閃きリローデッド,"Reloaded, Periodteras",Water,DM23-EX3,"https://duelmasters.fandom.com/wiki/Reloaded,_Periodteras",30,0.26,0
75,Common,61/74,セレスティアル・スパイラル,Celestial Spiral,Water,DM23-EX3,https://duelmasters.fandom.com/wiki/Celestial_Spiral,30,0.26,0
76,Common,62/74,血塗りのシダン チリ,"Chile, Bloody Circle",Darkness,DM23-EX3,"https://duelmasters.fandom.com/wiki/Chile,_Bloody_Circle",30,0.26,0
77,Common,63/74,終斗の親衛隊ファンク,"Funk, Guard of Period",Darkness,DM23-EX3,"https://duelmasters.fandom.com/wiki/Funk,_Guard_of_Period",30,0.26,0
78,Common,64/74,無防備のシダン キナコ,"Kinako, Sidan's Defenseless",Darkness,DM23-EX3,"https://duelmasters.fandom.com/wiki/Kinako,_Sidan%27s_Defenseless",30,0.26,0
79,Common,65/74,セレスティアル・ハンド,Celestial Hand,Darkness,DM23-EX3,https://duelmasters.fandom.com/wiki/Celestial_Hand,30,0.26,0
80,Common,66/74,灼熱のサトリ油坊,"Abura-bō, Satori's Scorching",Fire,DM23-EX3,"https://duelmasters.fandom.com/wiki/Abura-b%C5%8D,_Satori%27s_Scorching",30,0.26,0
81,Common,67/74,突撃終斗ファルコン・ボンバー,"Falcon Bomber, Rocket Period",Fire,DM23-EX3,"https://duelmasters.fandom.com/wiki/Falcon_Bomber,_Rocket_Period",30,0.26,0
82,Common,68/74,終斗と乾きケローラ,"Kerora, Period Cider",Fire,DM23-EX3,"https://duelmasters.fandom.com/wiki/Kerora,_Period_Cider",30,0.26,0
83,Common,69/74,セレスティアル・フレーム,Celestial Flame,Fire,DM23-EX3,https://duelmasters.fandom.com/wiki/Celestial_Flame,30,0.26,0
84,Common,70/74,豊穣のシダン マグノリア,"Magnolia, Sidan's Fertility",Nature,DM23-EX3,"https://duelmasters.fandom.com/wiki/Magnolia,_Sidan%27s_Fertility",30,0.26,0
85,Common,71/74,終斗の親衛隊シウバ,"Silva, Guard of Period",Nature,DM23-EX3,"https://duelmasters.fandom.com/wiki/Silva,_Guard_of_Period",30,0.26,0
86,Common,72/74,セレスティアル・トラップ,Celestial Trap,Nature,DM23-EX3,https://duelmasters.fandom.com/wiki/Celestial_Trap,80,0.7,0
87,Common,73/74,「この私のために華を咲かすのだ!」,"""Let these flowers bloom for me!""",Nature,DM23-EX3,https://duelmasters.fandom.com/wiki/%22Let_these_flowers_bloom_for_me!%22,50,0.43,0
88,Common,74/74,邪鎧デ=アムド,"De = Amudo, Wicked Armor / ""Become my strength!!""",Darkness,DM23-EX3,"https://duelmasters.fandom.com/wiki/De_%3D_Amudo,_Wicked_Armor_/_%22Become_my_strength!!%22",30,0.26,0
89,Zenith Diamond Treasure,SSP1/SSP3,「必勝」の頂カイザー「刃鬼」,"Kaiser ""Baki"", Zenith of ""Certain Victory""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Kaiser_%22Baki%22,_Zenith_of_%22Certain_Victory%22",19800,172.26,0
90,Zenith Diamond Treasure,SSP2/SSP3,「無上」の頂天シャングリラ・ファンタジア,"Shangri-La Fantasia, Heavenly Zenith of ""Excellence""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Shangri-La_Fantasia,_Heavenly_Zenith_of_%22Excellence%22",24800,215.76,0
91,Zenith Diamond Treasure,SSP3/SSP3,「祝」の頂ウェディング,"Wedding, Zenith of ""Celebration""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Wedding,_Zenith_of_%22Celebration%22",148000,1287.6,0
92,Zenith Gold Treasure,SP1/SP5,「俺獅」の頂天ライオネル,"Lionel, Heavenly Zenith of ""Onore""",Light,DM23-EX3,"https://duelmasters.fandom.com/wiki/Lionel,_Heavenly_Zenith_of_%22Onore%22",14800,128.76,0
93,Zenith Gold Treasure,SP2/SP5,「狡智」の頂天レディオ・ローゼス,"Radio Roses, Heavenly Zenith of ""Cunning Wisdom""",Water,DM23-EX3,"https://duelmasters.fandom.com/wiki/Radio_Roses,_Heavenly_Zenith_of_%22Cunning_Wisdom%22",14800,128.76,0
94,Zenith Gold Treasure,SP3/SP5,「呪怨」の頂天サスペンス,"Suspense, Heavenly Zenith of ""Curse Resentment""",Darkness,DM23-EX3,"https://duelmasters.fandom.com/wiki/Suspense,_Heavenly_Zenith_of_%22Curse_Resentment%22",14800,128.76,0
95,Zenith Gold Treasure,SP4/SP5,「使命」の頂天グレイテスト・グレート,"Greatest Great, Heavenly Zenith of ""Mission""",Fire,DM23-EX3,"https://duelmasters.fandom.com/wiki/Greatest_Great,_Heavenly_Zenith_of_%22Mission%22",19800,172.26,0
96,Zenith Gold Treasure,SP5/SP5,「戦鬼」の頂天ベートーベン,"Beethoven, Heavenly Zenith of ""Senki""",Nature,DM23-EX3,"https://duelmasters.fandom.com/wiki/Beethoven,_Heavenly_Zenith_of_%22Senki%22",34800,302.76,0
97,Zenith Silver Treasure,TR1/TR15,「我」の極エゴイスト,"Egoist, Climax of ""Me""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Egoist,_Climax_of_%22Me%22",180,1.57,0
98,Zenith Silver Treasure,TR2/TR15,「無情」の極シャングリラ,"Shangri-La, Climax of ""Cruelty""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Shangri-La,_Climax_of_%22Cruelty%22",180,1.57,0
99,Zenith Silver Treasure,TR3/TR15,黄金龍鬼丸「王牙」,"Onimaru ""Ogre"", Golden Dragon",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Onimaru_%22Ogre%22,_Golden_Dragon",220,1.91,0
100,Zenith Silver Treasure,TR4/TR15,超絶奇跡鬼羅丸,"Kiramaru, Great Miracle",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Kiramaru,_Great_Miracle",320,2.78,0
101,Zenith Silver Treasure,TR5/TR15,「戦慄」の頂ベートーベン,"Beethoven, Zenith of ""Horror""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Beethoven,_Zenith_of_%22Horror%22",500,4.35,0
102,Zenith Silver Treasure,TR6/TR15,｢俺｣の頂ライオネル,"Lionel, Zenith of ""Ore""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Lionel,_Zenith_of_%22Ore%22",500,4.35,0
103,Zenith Silver Treasure,TR7/TR15,「理想」の極シャングリラ・エデン,"Shangri-La Eden, Climax of ""Ideals""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Shangri-La_Eden,_Climax_of_%22Ideals%22",180,1.57,0
104,Zenith Silver Treasure,TR8/TR15,引き裂かれし永劫、エムラクール,"Emrakul, the Aeons Torn",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Emrakul,_the_Aeons_Torn",1480,12.88,0
105,Zenith Silver Treasure,TR9/TR15,「破滅」の頂ユートピア・エヴァー,"Utopia Ever, Zenith of ""Destruction""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Utopia_Ever,_Zenith_of_%22Destruction%22",180,1.57,0
106,Zenith Silver Treasure,TR10/TR15,「呪」の頂サスペンス,"Suspense, Zenith of ""Curse""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Suspense,_Zenith_of_%22Curse%22",180,1.57,0
107,Zenith Silver Treasure,TR11/TR15,「修羅」の頂VAN・ベートーベン,"VAN Beethoven, Zenith of ""Shura""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/VAN_Beethoven,_Zenith_of_%22Shura%22",680,5.92,0
108,Zenith Silver Treasure,TR12/TR15,「命」の頂グレイテスト・グレート,"Greatest Great, Zenith of ""Life""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Greatest_Great,_Zenith_of_%22Life%22",180,1.57,0
109,Zenith Silver Treasure,TR13/TR15,「智」の頂レディオ・ローゼス,"Radio Roses, Zenith of ""Wisdom""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Radio_Roses,_Zenith_of_%22Wisdom%22",780,6.79,0
110,Zenith Silver Treasure,TR14/TR15,「謎」の頂Z-ファイル,"Zeta-File, Zenith of ""Mystery""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Zeta-File,_Zenith_of_%22Mystery%22",180,1.57,0
111,Zenith Silver Treasure,TR15/TR15,「十尾」の頂バック・トゥ・ザ・オレ,"Back to the Ore, Zenith of ""Ten Tail""",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Back_to_the_Ore,_Zenith_of_%22Ten_Tail%22",180,1.57,0
112,Zenith Bronze Treasure,TF1/TF10,宿命のディスティニー・リュウセイ,Destiny Ryusei of Fate,Colourless,DM23-EX3,https://duelmasters.fandom.com/wiki/Destiny_Ryusei_of_Fate,120,1.04,0
113,Zenith Bronze Treasure,TF2/TF10,真実の名修羅丸,Truename Shuramaru,Colourless,DM23-EX3,https://duelmasters.fandom.com/wiki/Truename_Shuramaru,120,1.04,0
114,Zenith Bronze Treasure,TF3/TF10,「終焉」の頂オーエン・ザ・ロード,"Owen the Road, Zenith of ""The End""",Light,DM23-EX3,"https://duelmasters.fandom.com/wiki/Owen_the_Road,_Zenith_of_%22The_End%22",180,1.57,0
115,Zenith Bronze Treasure,TF4/TF10,「創世」の頂セーブ・ザ・デイト,"Save the Date, Zenith of ""Genesis""",Light,DM23-EX3,"https://duelmasters.fandom.com/wiki/Save_the_Date,_Zenith_of_%22Genesis%22",180,1.57,0
116,Zenith Bronze Treasure,TF5/TF10,「獅星」の頂ザ・ライオネル,"The Lionel, Zenith of ""Leo""",Light,DM23-EX3,"https://duelmasters.fandom.com/wiki/The_Lionel,_Zenith_of_%22Leo%22",180,1.57,0
117,Zenith Bronze Treasure,TF6/TF10,偽りの名ハングリー・エレガンス,Codename Hungry Elegance,Nature,DM23-EX3,https://duelmasters.fandom.com/wiki/Codename_Hungry_Elegance,120,1.04,0
118,Zenith Bronze Treasure,TF7/TF10,「鎮魂」の頂ベートーベン・ソレムニス,"Beethoven Solemnis, Zenith of ""Requiem""",Darkness/Fire/Nature,DM23-EX3,"https://duelmasters.fandom.com/wiki/Beethoven_Solemnis,_Zenith_of_%22Requiem%22",180,1.57,0
119,Zenith Bronze Treasure,TF8/TF10,「覇道」の頂シュラ・ベートーベン,"Shura Beethoven, Zenith of ""Hadou""",Darkness/Fire/Nature,DM23-EX3,"https://duelmasters.fandom.com/wiki/Shura_Beethoven,_Zenith_of_%22Hadou%22",180,1.57,0
120,Zenith Bronze Treasure,TF9/TF10,神聖鬼デトロイト・テクノ,"Detroit Techno, Sacred Demon",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Detroit_Techno,_Sacred_Demon",120,1.04,0
121,Zenith Bronze Treasure,TF10/TF10,ドヤガオー,Doyagaou,Nature,DM23-EX3,https://duelmasters.fandom.com/wiki/Doyagaou,120,1.04,0
122,Zenith Black Treasure,T1/T20,極頂秘伝ゼニス・シンフォニー,"Zenith Symphony, Secret Zenith",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Zenith_Symphony,_Secret_Zenith",80,0.7,0
123,Zenith Black Treasure,T2/T20,黄泉秘伝トリプル・ZERO,"Triple ZERO, Secret Hell",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/Triple_ZERO,_Secret_Hell",50,0.43,0
124,Zenith Black Treasure,T3/T20,懐疑の虎狼ミラーズホロウ,"Miller's Hollow, Suspicious Tiger Wolf / Art Thou an Unknown?",Light,DM23-EX3,"https://duelmasters.fandom.com/wiki/Miller%27s_Hollow,_Suspicious_Tiger_Wolf_/_Art_Thou_an_Unknown%3F",80,0.7,0
125,Zenith Black Treasure,T4/T20,創世と終焉のゼニスパーク,Genesis and End's Zenith Spark,Light,DM23-EX3,https://duelmasters.fandom.com/wiki/Genesis_and_End%27s_Zenith_Spark,50,0.43,0
126,Zenith Black Treasure,T5/T20,運命,Fate,Colourless,DM23-EX3,https://duelmasters.fandom.com/wiki/Fate,80,0.7,0
127,Zenith Black Treasure,T6/T20,無情秘伝LOVE×HATE,"LOVE x HATE, Secret Cruelty",Colourless,DM23-EX3,"https://duelmasters.fandom.com/wiki/LOVE_x_HATE,_Secret_Cruelty",80,0.7,0
128,Zenith Black Treasure,T7/T20,天運ゼニスクラッチ,Zenith Clutch Destiny,Colourless,DM23-EX3,https://duelmasters.fandom.com/wiki/Zenith_Clutch_Destiny,80,0.7,0
129,Zenith Black Treasure,T8/T20,天頂開戦ゼニス,World War Zenith,Darkness,DM23-EX3,https://duelmasters.fandom.com/wiki/World_War_Zenith,80,0.7,0
130,Zenith Black Treasure,T9/T20,空腹の超人,Hungry Giant,Nature,DM23-EX3,https://duelmasters.fandom.com/wiki/Hungry_Giant,80,0.7,0
